Review,SENTIMEN
kenapasiii jasa kirim pilih sendiriiii maaf ya kasih bintang tolong ubah,NEGATIF
shopee express standard kirim nggak update,NEGATIF
update gak jasa kirim tolong perhati beli cari baik jasa kirim  shopecare tlong menu kirim ubah pilih ekspedisi ekspedisi daerh plus minus klau rondom gak tau ekspedisi nya pakai klau pas cocok daerah yaa bagus klau,NEGATIF
buruk diupdate login jasa kirim otomatis pilih shopee fair gilir beli ubah opsi jasa kirim eh keduluan seller acc jasa kirim ongkir id express cuman semenjak bijak shopee korupsi,NEGATIF
diapdute ko lihat etalase toko nya yamalah informasi ganggu suruh muat ulang aja liat barang nya,NEGATIF
akun beku langgar aja telpon atas nama shoppe hadiah tau nama alamat lengkap nomor percaya akun beku akun nge hack,NEGATIF
tolong mengunduhnyah banget,NEGATIF
aplikasi bodohgw begadang dapatin diskon alamat gak tera shopee neng diskon bege banget,NEGATIF
sih gratis ongkirnya pakai tipu pas check out gagal gagal hadeh kalo niat ngasih gratis ongkir yowes usa,NEGATIF
kecewa respon cs mohon coaching refreshment nama cs anonim rinto gagat atira sangat kecewa,NEGATIF
download loading sumpah,NEGATIF
semenjak shopee tanam nyuri air suka shopee panen koin gara maling inimah ngajarin anak orang curi mah nyuri nyiram kebun mending nyuri siram kebun shopee tolong hps fasilitas nyuri air kasih bintang fasilitas nyuri air hapus jarang banget voucher gratis ongkir tunaishopee pelit donk,NEGATIF
shopee monopoli jasa kirim,NEGATIF
aduh kesel kalo gin pesan barang bedah bedah expedisi cepat lambat kira nya kalo gin kecewa tolong balikin potong ongkirnya mas bayar sisa,NEGATIF
ngerti uinstal sih,NEGATIF
kemarin beli jam tangan aplikasi shopee kirim jam rusak mati gk fungsi harga nya tolong shopee kalo lapak curang gak jujur mending tutup aja akun lapak rugi konsumen beli langgan shopee,NEGATIF
thr nya cepat kalo instal,NEGATIF
tolong baik ya susah sms otapi nomor belanja susah gimana,NEGATIF
aplikasi nya instal coba nunggu nya jam ehh pas suruh instal kuota beli pakai daun,NEGATIF
aju kembali dana shope aju tuju jual owner tuju  mengahapus aju hilang duit barang kirim beli item barang kecewa,NEGATIF
buruk masalah mulu,NEGATIF
aplikasi jual beli online pakai aplikasi shopee shopee lot gambar suka buka update versi baru sinyal lancar ajaa aja buka gambar tolong baik yaa,NEGATIF
shopeepay nya pakai isi pas shopeepay nya,NEGATIF
downloadnya banget sih,NEGATIF
seller distrobdg tipu sen pcs dteng pcs,NEGATIF
shopee curi shopee curi keras tolong ilangin fitur curi air nyaaa dongg ,NEGATIF
jelek aplikasi nya,NEGATIF
langgan setia shopee jasa ekspedisi monopoli jasa ekspedisi shopee express mgkn nama aja express kirim super duper lot alias lamaa poll andai jasa ekspedisi milih bagus,NEGATIF
update aplikasi playstore,NEGATIF
turunin bintangsudah shopee paylater gua naek limit nya turun auto pindah toko ijo,NEGATIF
aplikasi bagus bagus nya,NEGATIF
barang banget sampe nyakeburu ubah pikir ken beli laenudh gitu ongkir nya gila ribu hh,NEGATIF
klaim gratis ongkir tolong baik usaha macet,NEGATIF
aplikasi berat bikin lot hp gak olshop,NEGATIF
coba dlu bagus bintang nya,NEGATIF
ke- kali akun blokir shopee proses beli barangsaya hilang barang geblek shopeee gamau tau akun kembali nnti barangsaya lapor,NEGATIF
bintang bicara verikasi nomer tlp bisarugi data,NEGATIF
daftar akun aja sulit ampun,NEGATIF
aplikasi gajelas,NEGATIF
bayar pending,NEGATIF
tolong aplikasi baik liat produk susah loading gambar muncul kalo liat flash sale parah loadingnya,NEGATIF
gak update,NEGATIF
kasi bintang belanja online cod gak direspon toko tuju,NEGATIF
iklan nya muncul dmn web aplikasi game gw pusing,NEGATIF
mohon shopee aju mohon kalo hasil tanam beras jus jambu pas kirim kasih gratis ongkir hrus bayar ongkir tuju nanam beras jus jambu mendatkannya gratis hrus bayar ongkir ya aja beli gratis ongkirnya atas rugi nyiram bayar mohon kabul minta gratis ongkir hasil nanam,NEGATIF
nang banget kerja totalitas contoh kembali produk bulan padehal bukti video buat bukti seller kurir kirim ganti musti chat shopee chat admin shopee bikin malas tanganin kasus optimal kesini buruk,NEGATIF
voucher game rbu hoax,NEGATIF
rangin bintang voucer gratis ongkir codshopeepaya mulu munculpayah cod suka orang lagimungkin shopee turun rating,NEGATIF
shopee php promo transaksi coba bayar coba kaburr shopee asik ongkir pilih jasa kirim,NEGATIF
kirim nya banget sih,NEGATIF
kecewa shopee,NEGATIF
bobrok top up shopee pay masuk top up aplikasi belah cepat nunggu jam ngalahin isi pls konter aja nih aplikasi pakai shopee pay kalo gin,NEGATIF
keluh ngeri belanja dapat jual gagal beli uang transfer blm rumit prosedure tari,NEGATIF
ko shopee gitu jelek layan nya pesan eh muter gitu abis muter aplikasi ny gitu tolomg shopee baik jual mandek,NEGATIF
tipu voucher cashback pas pakai cashback koin masuk maaf malas pakai,NEGATIF
lu gw nonton anime muncul mulu donk,NEGATIF
ku pikir bagus registrasi rekening aja puter sampe kontak bank nya beres shopee layan lapor,NEGATIF
permisi ganggu shopee akun pakai hilang pakai akun dulupihak shopee tolong kembali akun,NEGATIF
update terus gagal sinyal bagus memori,NEGATIF
malam kn pesan barang produk kirim hari doang jam siang tdi notifnya kirim alamat terima cek jam sore tdi notifnya rumah,NEGATIF
assalamualaikum ko ngedonloud nya sihbisa cepetin nya kuota takut habis beli kemaren,NEGATIF
login terang jaring masalah,NEGATIF
lot sih bintang aja bikin bt aj,NEGATIF
gak instal nang sumpa,NEGATIF
bksa upload video untjk bukti oengembalian produk,NEGATIF
sinyal bagus buka shopee susah banget kaya sinyal edge loading barang muncul muncul,NEGATIF
login ya daftar ulng,NEGATIF
ngeselin ya nyari barang aja sampe jam saking lot nya suka shopee bilang blom apdet aplikasi ya apdet akutu,NEGATIF
login daftarkemarin chat nya logout pas login daftar bisaaplikasi updatesudah hapus datahapus cache dllapa pakai aplikasi,NEGATIF
iklan ganggu,NEGATIF
ya log in koneksi internet sinyal full banget log in pakai website pakai aplikasi mohon banget benah,NEGATIF
mimin ngg cek out nihh,NEGATIF
kecewa shopee pakai shopeepay checkout belanja belanja alfamart pakai shopee pay akun nonaktif isi saldo chekout belanja pakai nggak rugi gitu main nonaktif aja kecewa shopee rugi,NEGATIF
download instal,NEGATIF
ya mudah ya murah puas belanja ribet,NEGATIF
buka shopee tanam tanam siram,NEGATIF
bergabungsemoga,NEGATIF
gimana bayar shopeepaylater bisacuma layar putih doangdan limit telat bayar tagih,NEGATIF
lomba shopee joget poin sll dh mulubnyk curang dr shopee acaraterus suruh maen ngapain kl menang lock kl bkn uang dh shopee pay ku delete nyesel percayasuruh belanja belanja,NEGATIF
kenapaa akun shopee batas blokparah gw planggan stia shopee gniinmakin ksni parah shopee,NEGATIF
mahal banget ongkirnyaaku download minggu hapus,NEGATIF
sih gak gratis ongkir nyesel donlot bikin kaouta ku abis,NEGATIF
susah bngt masuk shopee,NEGATIF
pas daftar si tulis jaring masalah,NEGATIF
belanja lancar belanja aplikasi masalah buka clear chace hapus data uninstall buka nilai belanja ratus ribu saldo shopeepay apes dec update belanja super lot hp aman aman toko belah lancar lancar sajamales dah,NEGATIF
erorr si pesan gimana,NEGATIF
nih shoppe yaa belanja masuk keranjang,NEGATIF
harap pesan sampe saat aplikasi eror nya,NEGATIF
malas masuk server eror alih deh lazada,NEGATIF
toko nya tanda seru cok,NEGATIF
kena tipu uang shopee pay transaksi tagih pulsa gak pencet transaksi telfn shopee tipu,NEGATIF
kode otapi kirim nggak gunain sampe shopeepay blokir kalo kayak gin rugi guna saldo shopeepay blokir ganti pin ngirim kode otapi kadaluarsa,NEGATIF
karuan aplikasi nyabeberapa lihat notifikasipesan masukchat tim shopee suruh update clear cache log outsudah update clear cache gilir log in bisaparah parah parahpadalah barang terkirimgimana nasib barang sekarangjika tanggal login shopee hapus,NEGATIF
knapa login sih ah bngsatt login lwan chrome lwat aplikasi gak,NEGATIF
telat bayar hari shopeepaylater bunga,NEGATIF
aplikasi sihkenapa shoppe gratis kirim nya berubahjadi ribetgak ngerti sekalimasih kali belanja shopee aplikasi nya itujadi malas belanja aplikasi,NEGATIF
belanja terussss shoppepas ganti hp download ulang log in nangiss deh gueh,NEGATIF
update muncul putih doang handphone masalah selesai servisin tetep aja muncul putih doang,NEGATIF
sumpah kesel bangedsudah cape instal ulang lot putih polos kalo cekout,NEGATIF
aplikasi iniselalu update bulan,NEGATIF
uang kembali  nya robek rusak engga layak pakai,NEGATIF
salah beli kembali barang dasar aplikasi sampah,NEGATIF
voucher tanam beliitu usaha pke kouta beli ngratisterus bilang curang adilany,NEGATIF
shopee skarenag voucher gratis ongkirbisanya pakai shopeepaykenapa kayak lihat live bagiin voucher gratis ongkirndak kayak kesini pelit shopeenya,NEGATIF
kesini shopee pelit gratis ongkir gitu sekali gratis ongkir shopee pay shopee pay paylater transfer nihil mending alih aplikasi,NEGATIF
pakai voucher gratis ongkir main shopee tanam biar gratis ongkir eh pas panen voucher nya pakai voucher gratis ongkir pas check out voucher nya --,NEGATIF
shopee pelit aja nih gratis ongkirnya skarenag shopee minimal belanja rb rb gin malas,NEGATIF
login chat sm shoppie suruh logout dlu login niy log out log onsebel jaring waepdhal hapus download aplikasi nya tolong solusi,NEGATIF
bagus banget aplikasi shopee bikin kepala pusing terima kasih ya,NEGATIF
suka aplikasi shopee shopee tanam kilat menit menit menit logout keburu bin ah,NEGATIF
kirim mahal,NEGATIF
dukung wilayah indonesia kecewa,NEGATIF
kecewaaaaasudah jam status ubah kemaspadahal info jual barang kirim,NEGATIF
narik dana jual tanggal -- -- masuk rekening bank komplain email tanggap dasar aplikasi buruk,NEGATIF
kesini buruk aplikasi shopeebaru isi saldo shopeepay langsung aplikasi nya dinonaktifkanjangan download nyesel,NEGATIF
kenapaa sope pay laternya yaaa punyak padahl da pakai,NEGATIF
aplikasi shopeenya lot banget,NEGATIF
aplikasi belanja online buruk download nyesel aplikasi ruwet,NEGATIF
puas belanja pakai shopee,POSITIF
